id,user_id,title,abstract,processed,created_at
11,46,Klasifikasi Citra Medis dengan Pendekatan Deep Learning pada Sistem Akademik,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan klasifikasi citra medis dengan pendekatan deep learning pada sistem akademik guna meningkatkan efisiensi dan akurasi hasil analisis. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,1,2022-05-27 00:00:00
12,35,Klasifikasi Citra Medis berbasis TF-IDF dan Cosine Similarity pada Sistem Akademik,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan klasifikasi citra medis berbasis tf-idf dan cosine similarity pada sistem akademik guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2022-08-13 00:00:00
13,44,Sistem Rekomendasi dengan Framework TensorFlow untuk Analisis Data Mahasiswa,Penelitian ini bertujuan untuk mengembangkan sistem rekomendasi dengan framework tensorflow untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2023-11-28 00:00:00
14,22,Analisis Big Data berbasis Reinforcement Learning pada Sektor Keuangan,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan analisis big data berbasis reinforcement learning pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2023-11-28 00:00:00
15,28,Analisis Data Cuaca dengan Pendekatan Deep Learning dalam Pengambilan Keputusan,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan analisis data cuaca dengan pendekatan deep learning dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2023-03-22 00:00:00
16,13,Sistem Rekomendasi menggunakan Pendekatan Naive Bayes untuk Prediksi Cuaca,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan sistem rekomendasi menggunakan pendekatan naive bayes untuk prediksi cuaca guna meningkatkan efisiensi dan akurasi hasil analisis. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,1,2023-10-17 00:00:00
17,41,Sistem Informasi Akademik berbasis Reinforcement Learning pada Sistem Akademik,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan sistem informasi akademik berbasis reinforcement learning pada sistem akademik guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2023-05-16 00:00:00
18,15,Penerapan Machine Learning dengan Pendekatan Deep Learning pada Data Industri,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan penerapan machine learning dengan pendekatan deep learning pada data industri guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2022-03-29 00:00:00
19,48,Analisis Data Cuaca menggunakan Pendekatan Naive Bayes pada Sektor Keuangan,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan analisis data cuaca menggunakan pendekatan naive bayes pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2023-06-25 00:00:00
20,41,Pengolahan Bahasa Alami berbasis Reinforcement Learning pada E-commerce,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan pengolahan bahasa alami berbasis reinforcement learning pada e-commerce guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,1,2023-11-19 00:00:00
21,7,Optimasi Jaringan Sensor berbasis Model LSTM untuk Analisis Data Mahasiswa,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan optimasi jaringan sensor berbasis model lstm untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2022-12-13 00:00:00
22,16,Penerapan Machine Learning berbasis Reinforcement Learning dalam Pengambilan Keputusan,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan penerapan machine learning berbasis reinforcement learning dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2023-10-09 00:00:00
23,11,Penerapan Machine Learning menggunakan Support Vector Machine pada Sektor Keuangan,Penelitian ini bertujuan untuk mengembangkan penerapan machine learning menggunakan support vector machine pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2023-11-17 00:00:00
24,21,Prediksi Harga Saham menggunakan Support Vector Machine dalam Pengambilan Keputusan,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan prediksi harga saham menggunakan support vector machine dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2023-02-21 00:00:00
25,3,Prediksi Konsumsi Energi dengan Pendekatan Deep Learning pada Sektor Keuangan,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan prediksi konsumsi energi dengan pendekatan deep learning pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2022-02-25 00:00:00
26,41,Optimasi Jaringan Sensor dengan Pendekatan Deep Learning untuk Prediksi Cuaca,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan optimasi jaringan sensor dengan pendekatan deep learning untuk prediksi cuaca guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2022-07-16 00:00:00
27,6,Prediksi Konsumsi Energi dengan Framework TensorFlow untuk Analisis Data Mahasiswa,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan prediksi konsumsi energi dengan framework tensorflow untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2022-09-13 00:00:00
28,9,Pengolahan Bahasa Alami dengan Pendekatan Deep Learning untuk Analisis Data Mahasiswa,Penelitian ini bertujuan untuk mengembangkan pengolahan bahasa alami dengan pendekatan deep learning untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2022-06-20 00:00:00
29,19,Analisis Big Data menggunakan Pendekatan Naive Bayes untuk Analisis Data Mahasiswa,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan analisis big data menggunakan pendekatan naive bayes untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2022-01-03 00:00:00
30,36,Analisis Big Data dengan Metode Clustering K-Means untuk Analisis Data Mahasiswa,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan analisis big data dengan metode clustering k-means untuk analisis data mahasiswa guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2022-10-31 00:00:00
31,50,Prediksi Konsumsi Energi menggunakan Algoritma Random Forest untuk Optimalisasi Energi,Penelitian ini bertujuan untuk mengembangkan prediksi konsumsi energi menggunakan algoritma random forest untuk optimalisasi energi guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2023-08-22 00:00:00
32,15,Prediksi Harga Saham dengan Framework TensorFlow dalam Pengambilan Keputusan,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan prediksi harga saham dengan framework tensorflow dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2023-09-02 00:00:00
33,44,Analisis Sentimen Media Sosial menggunakan Support Vector Machine pada E-commerce,Penelitian ini bertujuan untuk mengembangkan analisis sentimen media sosial menggunakan support vector machine pada e-commerce guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2023-03-06 00:00:00
34,11,Optimasi Jaringan Sensor berbasis Reinforcement Learning untuk Optimalisasi Energi,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan optimasi jaringan sensor berbasis reinforcement learning untuk optimalisasi energi guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2022-09-29 00:00:00
35,3,Analisis Big Data berbasis TF-IDF dan Cosine Similarity untuk Analisis Pasar,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan analisis big data berbasis tf-idf dan cosine similarity untuk analisis pasar guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2023-09-29 00:00:00
36,23,Deteksi Plagiarisme dengan Pendekatan Deep Learning pada Sektor Keuangan,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan deteksi plagiarisme dengan pendekatan deep learning pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2022-03-12 00:00:00
37,34,Visualisasi Data Interaktif menggunakan Support Vector Machine pada Data Industri,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan visualisasi data interaktif menggunakan support vector machine pada data industri guna meningkatkan efisiensi dan akurasi hasil analisis. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2023-11-15 00:00:00
38,24,Pengolahan Bahasa Alami dengan Framework TensorFlow untuk Analisis Pasar,Penelitian ini bertujuan untuk mengembangkan pengolahan bahasa alami dengan framework tensorflow untuk analisis pasar guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,0,2023-07-21 00:00:00
39,26,Sistem Rekomendasi dengan Metode Clustering K-Means untuk Analisis Pasar,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan sistem rekomendasi dengan metode clustering k-means untuk analisis pasar guna meningkatkan efisiensi dan akurasi hasil analisis.,1,2023-06-02 00:00:00
40,31,Prediksi Harga Saham dengan Metode Clustering K-Means untuk Prediksi Cuaca,Penelitian ini bertujuan untuk mengembangkan prediksi harga saham dengan metode clustering k-means untuk prediksi cuaca guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,0,2022-01-04 00:00:00
41,15,Deteksi Kecurangan Transaksi berbasis TF-IDF dan Cosine Similarity untuk Analisis Pasar,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan deteksi kecurangan transaksi berbasis tf-idf dan cosine similarity untuk analisis pasar guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2022-04-25 00:00:00
42,25,Analisis Sentimen Media Sosial berbasis TF-IDF dan Cosine Similarity dalam Pengambilan Keputusan,Penelitian ini bertujuan untuk mengembangkan analisis sentimen media sosial berbasis tf-idf dan cosine similarity dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,0,2022-02-12 00:00:00
43,43,Klasifikasi Citra Medis berbasis Model LSTM untuk Prediksi Cuaca,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan klasifikasi citra medis berbasis model lstm untuk prediksi cuaca guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,1,2023-07-28 00:00:00
44,7,Visualisasi Data Interaktif dengan Teknik Regresi Linear untuk Optimalisasi Energi,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan visualisasi data interaktif dengan teknik regresi linear untuk optimalisasi energi guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,1,2022-01-26 00:00:00
45,44,Sistem Rekomendasi berbasis Model LSTM pada E-commerce,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Penelitian ini bertujuan untuk mengembangkan sistem rekomendasi berbasis model lstm pada e-commerce guna meningkatkan efisiensi dan akurasi hasil analisis. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional.,1,2022-02-09 00:00:00
46,23,Pengolahan Bahasa Alami menggunakan Pendekatan Naive Bayes pada Sistem Akademik,Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan pengolahan bahasa alami menggunakan pendekatan naive bayes pada sistem akademik guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2022-08-17 00:00:00
47,37,Penerapan Machine Learning menggunakan Support Vector Machine pada E-commerce,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Penelitian ini bertujuan untuk mengembangkan penerapan machine learning menggunakan support vector machine pada e-commerce guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science.,1,2023-10-19 00:00:00
48,18,Sistem Informasi Akademik dengan Teknik Regresi Linear dalam Pengambilan Keputusan,Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan sistem informasi akademik dengan teknik regresi linear dalam pengambilan keputusan guna meningkatkan efisiensi dan akurasi hasil analisis. Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen.,0,2023-08-18 00:00:00
49,15,Klasifikasi Citra Medis menggunakan Algoritma Random Forest pada Sektor Keuangan,Penelitian ini diharapkan dapat memberikan kontribusi nyata dalam bidang teknologi informasi dan data science. Metode yang digunakan pada penelitian ini berfokus pada pemrosesan data yang kompleks dan heterogen. Hasil yang diperoleh menunjukkan bahwa pendekatan ini mampu memberikan hasil yang lebih baik dibandingkan metode konvensional. Penelitian ini bertujuan untuk mengembangkan klasifikasi citra medis menggunakan algoritma random forest pada sektor keuangan guna meningkatkan efisiensi dan akurasi hasil analisis.,0,2023-01-30 00:00:00
